"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","Sabun & Duş Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","Vücut Nemlendirici","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","Vücut Peelingi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","Banyo Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","Vücut Yağı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","El Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","Ayak Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","Tırnak Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","Manikür & Pedikür Bakım Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","Diş Macunu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","Manuel Diş Fırçası","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","Diş İpi & Arayüz Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","Ağız Çalkalama Suyu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","Protez Diş Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","Menstrüel Hijyen","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","İnkontinans Hijyeni","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","İntim Hijyen","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","Islak Mendil","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kişisel Hijyen","Pamuk & Makyaj Pedi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","Manuel Tıraş Bıçağı & Yedekleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","Tıraş Hazırlık & Bakım Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","Ağda Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","Tüy Dökücü Ürünler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","Epilasyon Sarfları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","Makyaj Uygulama Aksesuarları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","Saç Fırçası & Tarak","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","Manikür & Pedikür Aletleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","Bakım Aynaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Kozmetik & Bakım Aksesuarları","Kozmetik Uygulama Kapları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
