"LEGACY_SLUG","LEGACY_NAME","LEGACY_PATH","CANONICAL_PLANNING_KEY","CANONICAL_PATH","ALIAS_TYPE","REDIRECT_BEHAVIOR","SEARCH_SYNONYM_DISTINCTION","SPLIT_AMBIGUITY","MANUAL_REVIEW_REQUIRED","SOURCE_ACTION","NOTES"
"ev-ici-bebek-guvenligi","Ev İçi Bebek Güvenliği","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Ev İçi Bebek Güvenliği","CANONICAL-000859","Anne & Bebek > Bebek Güvenlik & Ev İçi Koruma > Priz Koruyucuları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"bebek-odasi-gelisim-gerecleri","Bebek Odası & Gelişim Gereçleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri","CANONICAL-000847 || CANONICAL-000855 || CANONICAL-000861","Anne & Bebek > Bebek Odası & Uyku || Anne & Bebek > Bebek Güvenlik & Ev İçi Koruma || Anne & Bebek > Hamilelik & Lohusalık Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"bebek-besigi-karyolasi","Bebek Beşiği & Karyolası","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Beşiği & Karyolası","CANONICAL-000849","Anne & Bebek > Bebek Odası & Uyku > Beşik & Bebek Karyolaları > Beşikler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"bebek-yatagi-uyku-tekstili","Bebek Yatağı & Uyku Tekstili","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Yatağı & Uyku Tekstili","CANONICAL-000853","Anne & Bebek > Bebek Odası & Uyku > Bebek Uyku Tekstili & Uyku Tulumları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8100; target remains candidate, not owner-final."
"bebek-odasi-mobilyasi","Bebek Odası Mobilyası","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Odası Mobilyası","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Candidate only covers one subset of the broad legacy room-furniture identity."
"lazimlik-tuvalet-egitimi","Lazımlık & Tuvalet Eğitimi","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Lazımlık & Tuvalet Eğitimi","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","No potty/toilet-training product family exists in the candidate tree."
"emzik-dis-kasiyici","Emzik & Diş Kaşıyıcı","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Emzik & Diş Kaşıyıcı","CANONICAL-000808 || CANONICAL-000868","Anne & Bebek > Bebek Beslenme > Emzikler || Oyuncak & Hobi > Bebek & Okul Öncesi Oyuncaklar > Çıngırak & Diş Kaşıma Oyuncakları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"oyuncak-hobi-muzik","Oyuncak, Hobi & Müzik","Oyuncak, Hobi & Müzik","CANONICAL-000866 || CANONICAL-000936","Oyuncak & Hobi || Müzik & Enstrüman","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Existing owner-final L1 split."
"erken-yas-egitici-oyuncak","Erken Yaş & Eğitici Oyuncak","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak","CANONICAL-000867 || CANONICAL-000873","Oyuncak & Hobi > Bebek & Okul Öncesi Oyuncaklar || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"bebek-oyuncagi","Bebek Oyuncağı","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak > Bebek Oyuncağı","CANONICAL-000868","Oyuncak & Hobi > Bebek & Okul Öncesi Oyuncaklar > Çıngırak & Diş Kaşıma Oyuncakları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"egitici-oyuncak","Eğitici Oyuncak","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak > Eğitici Oyuncak","CANONICAL-000875 || CANONICAL-000876 || CANONICAL-000877 || CANONICAL-000878 || CANONICAL-000879 || CANONICAL-000880","Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Bilim & Deney Setleri > Kimya & Malzeme Deney Setleri || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Bilim & Deney Setleri > Fizik & Elektronik Deney Setleri || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Bilim & Deney Setleri > Doğa & Keşif Setleri || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Kodlama & Robotik Oyuncakları || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Çocuk Mikroskobu & Teleskobu || Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Dil, Matematik & Öğrenme Oyuncakları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"ahsap-oyuncak","Ahşap Oyuncak","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak > Ahşap Oyuncak","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Wood is a material facet spanning multiple toy types; no single product-type successor is defensible."
"bilim-deney-seti","Bilim & Deney Seti","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak > Bilim & Deney Seti","CANONICAL-000875","Oyuncak & Hobi > Eğitici, Bilim & Keşif Oyuncakları > Bilim & Deney Setleri > Kimya & Malzeme Deney Setleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,5600; target remains candidate, not owner-final."
"figur-bebek-rol-oyunu","Figür, Bebek & Rol Oyunu","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu","CANONICAL-000881 || CANONICAL-000918","Oyuncak & Hobi > Figür, Bebek & Rol Oyunları || Oyuncak & Hobi > Koleksiyon Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"oyuncak-bebek-aksesuari","Oyuncak Bebek & Aksesuarı","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu > Oyuncak Bebek & Aksesuarı","CANONICAL-000884 || CANONICAL-000882","Oyuncak & Hobi > Figür, Bebek & Rol Oyunları > Bebek Evi & Aksesuarları || Oyuncak & Hobi > Figür, Bebek & Rol Oyunları > Oyuncak Bebekler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"aksiyon-figuru","Aksiyon Figürü","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu > Aksiyon Figürü","CANONICAL-000883","Oyuncak & Hobi > Figür, Bebek & Rol Oyunları > Aksiyon & Oyun Figürleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"pelus-oyuncak","Peluş Oyuncak","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu > Peluş Oyuncak","CANONICAL-000885","Oyuncak & Hobi > Figür, Bebek & Rol Oyunları > Peluş Oyuncaklar","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"meslek-rol-oyunu-seti","Mutfak, Doktor & Meslek Seti","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu > Mutfak, Doktor & Meslek Seti","CANONICAL-000886","Oyuncak & Hobi > Figür, Bebek & Rol Oyunları > Rol Oyun Setleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Explicit role-play successor."
"kostum-rol-oyunu-aksesuari","Kostüm & Rol Oyunu Aksesuarı","Oyuncak, Hobi & Müzik > Figür, Bebek & Rol Oyunu > Kostüm & Rol Oyunu Aksesuarı","CANONICAL-001547","Hediyelik & Parti > Kostüm, Maske & Parti Aksesuarları > Parti Kostümleri","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MOVE","Costume product identity moves out of toy role-play sets; use/age remains a facet."
"arac-yapi-uzaktan-kumandali-oyuncak","Araç, Yapı & Uzaktan Kumandalı Oyuncak","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak","CANONICAL-000887 || CANONICAL-000892 || CANONICAL-000929","Oyuncak & Hobi > Yapı & İnşa Oyuncakları || Oyuncak & Hobi > Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar || Oyuncak & Hobi > Açık Hava & Aktivite Oyuncakları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"oyuncak-araba-arac","Oyuncak Araba & Araç","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak > Oyuncak Araba & Araç","CANONICAL-000893","Oyuncak & Hobi > Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar > Oyuncak Kara Araçları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"yapi-bloku-insa-seti","Yapı Bloku & İnşa Seti","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak > Yapı Bloku & İnşa Seti","CANONICAL-000888","Oyuncak & Hobi > Yapı & İnşa Oyuncakları > Yapı Blokları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"tren-pist-seti","Tren & Pist Seti","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak > Tren & Pist Seti","CANONICAL-000897","Oyuncak & Hobi > Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar > Oyuncak Tren & Ray Setleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"uzaktan-kumandali-arac","Uzaktan Kumandalı Araç","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak > Uzaktan Kumandalı Araç","CANONICAL-000895","Oyuncak & Hobi > Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar > Uzaktan Kumandalı Kara Araçları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9171; target remains candidate, not owner-final."
"oyuncak-drone","Oyuncak Drone","Oyuncak, Hobi & Müzik > Araç, Yapı & Uzaktan Kumandalı Oyuncak > Oyuncak Drone","CANONICAL-000896","Oyuncak & Hobi > Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar > Oyuncak Dronelar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"oyun-puzzle-sanat-hobisi","Oyun, Puzzle & Sanat Hobisi","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi","CANONICAL-000899 || CANONICAL-000905 || CANONICAL-000911 || CANONICAL-000918 || CANONICAL-000923","Oyuncak & Hobi > Kutu Oyunları & Oyun Takımları || Oyuncak & Hobi > Puzzle & Zeka Oyunları || Oyuncak & Hobi > Model, Maket & Minyatür || Oyuncak & Hobi > Koleksiyon Ürünleri || Oyuncak & Hobi > Sanat, El İşi & Hobi Kitleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"kutu-oyunu","Kutu Oyunu","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi > Kutu Oyunu","CANONICAL-000900","Oyuncak & Hobi > Kutu Oyunları & Oyun Takımları > Aile Kutu Oyunları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"puzzle","Puzzle","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi > Puzzle","CANONICAL-000907","Oyuncak & Hobi > Puzzle & Zeka Oyunları > Yapbozlar > İki Boyutlu Yapbozlar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"kart-oyunu","Kart Oyunu","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi > Kart Oyunu","CANONICAL-000904","Oyuncak & Hobi > Kutu Oyunları & Oyun Takımları > Oyun Kartları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"boyama-cocuk-sanat-seti","Boyama & Çocuk Sanat Seti","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi > Boyama & Çocuk Sanat Seti","CANONICAL-000924","Oyuncak & Hobi > Sanat, El İşi & Hobi Kitleri > Boyama & Çizim Kitleri","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Explicit child creative-kit successor."
"model-maket-koleksiyon-kiti","Model, Maket & Koleksiyon Kiti","Oyuncak, Hobi & Müzik > Oyun, Puzzle & Sanat Hobisi > Model, Maket & Koleksiyon Kiti","CANONICAL-000915","Oyuncak & Hobi > Model, Maket & Minyatür > Model Kitleri > Diğer Model Kitleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"muzik-enstrumani-ekipmani","Müzik Enstrümanı & Ekipmanı","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı","CANONICAL-000937 || CANONICAL-000946 || CANONICAL-000952 || CANONICAL-000960 || CANONICAL-000971 || CANONICAL-000979 || CANONICAL-000994 || CANONICAL-001002 || CANONICAL-001013 || CANONICAL-001020","Müzik & Enstrüman > Gitar & Bas || Müzik & Enstrüman > Piyano, Org & Klavyeli Çalgılar || Müzik & Enstrüman > Telli & Yaylı Çalgılar || Müzik & Enstrüman > Nefesli Çalgılar || Müzik & Enstrüman > Vurmalı Çalgılar || Müzik & Enstrüman > Geleneksel Türk Müziği Enstrümanları || Müzik & Enstrüman > Elektronik Müzik & DJ Ekipmanları || Müzik & Enstrüman > Stüdyo, Kayıt & Canlı Ses Ekipmanları || Müzik & Enstrüman > Enstrüman Amfi & Efektleri || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"gitar-telli-calgi","Gitar & Telli Çalgı","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı > Gitar & Telli Çalgı","CANONICAL-000937 || CANONICAL-000952 || CANONICAL-000979","Müzik & Enstrüman > Gitar & Bas || Müzik & Enstrüman > Telli & Yaylı Çalgılar || Müzik & Enstrüman > Geleneksel Türk Müziği Enstrümanları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"klavye-piyano","Klavye & Piyano","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı > Klavye & Piyano","CANONICAL-000947 || CANONICAL-000950","Müzik & Enstrüman > Piyano, Org & Klavyeli Çalgılar > Piyanolar || Müzik & Enstrüman > Piyano, Org & Klavyeli Çalgılar > Org & Performans Klavyeleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"davul-vurmali-calgi","Davul & Vurmalı Çalgı","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı > Davul & Vurmalı Çalgı","CANONICAL-000976","Müzik & Enstrüman > Vurmalı Çalgılar > El Perküsyonları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"nefesli-calgi","Nefesli Çalgı","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı > Nefesli Çalgı","CANONICAL-000962","Müzik & Enstrüman > Nefesli Çalgılar > Tahta Nefesliler > Flütler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"enstruman-aksesuari","Enstrüman Aksesuarı","Oyuncak, Hobi & Müzik > Müzik Enstrümanı & Ekipmanı > Enstrüman Aksesuarı","CANONICAL-001021 || CANONICAL-001022 || CANONICAL-001023 || CANONICAL-001024 || CANONICAL-001025 || CANONICAL-001026 || CANONICAL-001027 || CANONICAL-001028 || CANONICAL-001029","Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Enstrüman Telleri || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Pena & Mızraplar || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Baget & Tokmaklar || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Kamış, Ağızlık & Bekler || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Enstrüman Standları || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Akort Cihazı & Metronomlar || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Enstrümana Özgü Kablolar || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Enstrüman Temizlik & Bakım Ürünleri || Müzik & Enstrüman > Enstrüman Aksesuar, Bakım & Sarf Malzemeleri > Askı, Tutucu & Nota Sehpaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"spor-outdoor","Spor & Outdoor","Spor & Outdoor","CANONICAL-001030","Spor & Outdoor","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP",""
"fitness-antrenman","Fitness & Antrenman","Spor & Outdoor > Fitness & Antrenman","CANONICAL-001031 || CANONICAL-001069 || CANONICAL-001076","Spor & Outdoor > Fitness & Kondisyon || Spor & Outdoor > Bireysel Sporlar & Jimnastik || Spor & Outdoor > Dövüş Sporları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"agirlik-dambil","Ağırlık & Dambıl","Spor & Outdoor > Fitness & Antrenman > Ağırlık & Dambıl","CANONICAL-001034 || CANONICAL-001033","Spor & Outdoor > Fitness & Kondisyon > Ağırlık Antrenmanı > Bar, Plaka & Ağırlık Setleri || Spor & Outdoor > Fitness & Kondisyon > Ağırlık Antrenmanı > Dambıl & Kettlebell","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
